0,1,2,3,4,5,6,7
{532814: 'The Bad Seed'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1172108: 'Mckenna Grace'},{2879: 'Rob Lowe'},7.1,226
{359246: 'Hell House LLC'},0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1048566: 'Theodore Bouloukos'},{1508129: 'Stephen Cognetti'},6.625,252
{2246: 'Malice'},0,"[{'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2227: 'Nicole Kidman'},{23213: 'Harold Becker'},6.2,350
{754318: 'Step Up Love Story: Double Love'},0,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{2717966: 'Hikaru Aoyama'},{2328382: 'Toshiaki Kondo'},0.0,0
"{100: 'Lock, Stock and Two Smoking Barrels'}",1350000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{974: 'Dexter Fletcher'},{956: 'Guy Ritchie'},8.161,5510
{31995: 'Jamaica Inn'},0,"[{'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","{70035: ""Maureen O'Hara""}",{2636: 'Alfred Hitchcock'},6.1,149
{70740: 'Goblin'},0,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",{208678: 'Tracy Spiridakos'},{95407: 'Jeffery Scott Lando'},4.9,26
{9093: 'The Four Feathers'},35000000,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{8210: 'Wes Bentley'},{37630: 'Shekhar Kapur'},6.596,450
{270650: 'Oy Vey! My Son Is Gay!'},0,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{53647: 'Lainie Kazan'},{1359976: 'Evgeny Afineevsky'},5.3,21
{79735: 'Shoot Out'},0,"[{'id': 37, 'name': 'Western'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1204882: 'Pat Quinn'},{37360: 'Henry Hathaway'},6.3,57
{628333: 'Wild Mountain Thyme'},0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{1254583: 'Jamie Dornan'},{26095: 'John Patrick Shanley'},5.2,111
{9846: 'To Live and Die in L.A.'},0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{5293: 'Willem Dafoe'},{15175: 'William Friedkin'},7.131,464
{642546: 'The Last Bus'},0,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{127164: 'Phyllis Logan'},{33405: 'Gillies MacKinnon'},6.5,22
{45288: 'Hajime no Ippo - Mashiba vs. Kimura'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{9708: 'Keiji Fujiwara'},{1715773: 'Namimi Sanjo'},6.4,17
{660267: 'Blasted'},0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'NO', 'name': 'Norway'}]",{1479206: 'Fredrik Skogsrud'},{2374838: 'Martin Sofiedal'},4.9,28
{553668: 'My Little Big Man'},0,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",{1303064: 'Fernanda Castillo'},{940807: 'Jorge Ramírez Suárez'},6.1,13
{11137: 'The Prince & Me'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{68307: 'Luke Mably'},{63713: 'Martha Coolidge'},6.146,857
{4413: 'The Brave One'},70000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{18288: 'Terrence Howard'},{17016: 'Neil Jordan'},6.5,785
{3054: 'The Wrecking Crew'},0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{17844: 'Elke Sommer'},{29907: 'Phil Karlson'},5.7,41
{801913: 'Sharp Stick'},0,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{19498: 'Jon Bernthal'},{139135: 'Lena Dunham'},0.0,0
{407448: 'Detroit'},34000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{93491: 'Will Poulter'},{14392: 'Kathryn Bigelow'},7.328,1406
{11575: 'The Great Race'},12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3150: 'Tony Curtis'},{1927: 'Blake Edwards'},7.158,240
{18874: 'Ghost in the Shell: Stand Alone Complex - Solid State Society'},3200000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{83932: 'Osamu Saka'},{16137: 'Kenji Kamiyama'},7.3,206
{2657: 'Pleasantville'},60000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{368: 'Reese Witherspoon'},{23964: 'Gary Ross'},7.26,1389
{565716: 'American Factory'},0,"[{'id': 99, 'name': 'Documentary'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","{2393200: ""Junming 'Jimmy' Wang""}",{48507: 'Julia Reichert'},7.2,366
{1450: 'Blood: The Last Vampire'},30000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'FR', 'name': 'France'}]",{17270: 'Allison Miller'},{21931: 'Chris Nahon'},5.71,283
{17664: 'The Horse Soldiers'},0,"[{'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{8252: 'William Holden'},{8500: 'John Ford'},7.0,174
{16345: 'Billu'},5750000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",{35742: 'Shah Rukh Khan'},{80387: 'Priyadarshan'},6.5,76
{24925: 'Night of the Demons 2'},1300000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{92843: 'Darin Heames'},{84981: 'Brian Trenchard-Smith'},6.2,111
{415381: 'Furious'},5610000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",{1677545: 'Aleksandr Tsoy'},{1677544: 'Ivan Shurkhovetskiy'},6.2,108
{10003: 'The Saint'},68000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1951: 'Elisabeth Shue'},{13015: 'Phillip Noyce'},6.1,922
{475759: '2048: Nowhere to Run'},0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1509617: 'Björn Freiberg'},{190090: 'Luke Scott'},6.9,243
{994052: 'Romance In Style'},0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{77865: 'Benjamin Hollingsworth'},{1197474: 'Michael Robison'},10.0,1
{500860: 'The Mustang'},0,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",{1115984: 'Jason Mitchell'},{131827: 'Laure de Clermont-Tonnerre'},7.0,318
{773655: 'Death to 2020'},0,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{3291: 'Hugh Grant'},{2315499: 'Alice Mathias'},6.6,566
{9095: 'Mary Reilly'},47000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{6949: 'John Malkovich'},{3224: 'Stephen Frears'},5.9,256
{764079: 'Illumination Presents: Minions Holiday Special'},0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{59784: 'Carlos Alazraqui'},{1035822: 'Brad Ableson'},7.1,125
{586595: 'After Midnight'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1332747: 'Henry Zebrowski'},{1574925: 'Christian Stella'},5.6,76
{12690: 'Appaloosa'},20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{228: 'Ed Harris'},{228: 'Ed Harris'},6.57,807
{526702: 'Black Beauty'},0,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{851784: 'Mackenzie Foy'},{1168139: 'Ashley Avis'},8.224,270
{35549: 'Cookies'},0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",{24388: 'Claude Piéplu'},{223502: 'Joël Séria'},6.4,53
{429691: 'Mind Blown'},0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 10770, 'name': 'TV Movie'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{10843: 'Luke Goss'},{130530: 'Christian Sesma'},5.1,29
{13703: 'Less Than Zero'},8000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{9995: 'Jami Gertz'},{78523: 'Marek Kanievska'},6.432,237
{8438: 'Murder in the First'},0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{4724: 'Kevin Bacon'},{54971: 'Marc Rocco'},7.18,455
{225925: 'Spider-Man Strikes Back'},0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10770, 'name': 'TV Movie'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{106506: 'Robert F. Simon'},{120837: 'Ron Satlof'},5.3,37
{75177: 'Turn A Gundam II: Moonlight Butterfly'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{106506: 'Robert F. Simon'},{79737: 'Yoshiyuki Tomino'},5.5,7
{326088: 'The Erotic Dreams of Cleopatra'},0,"[{'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",{1174243: 'Marcella Petrelli'},{105331: 'Rino Di Silvestro'},5.1,5
{205321: 'Sharknado'},1000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{11512: 'John Heard'},{85822: 'Anthony C. Ferrante'},3.948,1348
{188222: 'Entourage'},30000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{5090: 'Adrian Grenier'},{183036: 'Doug Ellin'},6.226,860
{64639: 'Straw Dogs'},25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{7517: 'Kate Bosworth'},{21526: 'Rod Lurie'},5.9,434
{3604: 'Flash Gordon'},35000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{33322: 'Melody Anderson'},{17281: 'Mike Hodges'},6.224,742
{806704: 'Untitled The Batman Sequel'},0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{33322: 'Melody Anderson'},{32278: 'Matt Reeves'},0.0,0
{10774: 'Network'},3800000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{6450: 'Faye Dunaway'},{39996: 'Sidney Lumet'},7.867,1320
{259954: '5 to 7'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1030261: 'Bérénice Marlohe'},{82937: 'Victor Levin'},7.2,325
"{15171: ""Charlotte's Web""}",0,"[{'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{19439: 'Henry Gibson'},{106835: 'Iwao Takamoto'},6.7,306
{12889: 'Futurama: The Beast with a Billion Backs'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10770, 'name': 'TV Movie'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{18980: 'Katey Sagal'},{74052: 'Peter Avanzino'},6.97,420
{11950: 'Cannonball Run II'},0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",{4347: 'Frank Sinatra'},{67767: 'Hal Needham'},5.4,241
{16941: 'Intermission'},5000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{17782: 'Colm Meaney'},{77269: 'John Crowley'},6.2,110
{11004: 'Wonder Boys'},35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{2219: 'Tobey Maguire'},{323: 'Curtis Hanson'},6.9,472
{545836: 'Amundsen'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'NO', 'name': 'Norway'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",{76556: 'Pål Sverre Hagen'},{20308: 'Espen Sandberg'},6.3,123
{15392: 'Crossroads'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{51546: 'Joe Seneca'},{1723: 'Walter Hill'},7.3,316
{16061: 'Tokyo Gore Police'},0,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{52809: 'Itsuji Itao'},{112280: 'Yoshihiro Nishimura'},5.9,231
{681782: 'Backstage'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","[{'iso_3166_1': 'ID', 'name': 'Indonesia'}]",{121968: 'Sissy Prescillia'},{1157445: 'Guntur Soeharjanto'},7.8,2
{393764: 'The African Doctor'},0,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",{132429: 'Aïssa Maïga'},{137201: 'Julien Rambaldi'},6.821,566
"{13353: ""It's the Great Pumpkin, Charlie Brown""}",0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 10770, 'name': 'TV Movie'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{34665: 'Peter Robbins'},{94011: 'Bill Melendez'},7.43,284
{18725: 'The Enforcer'},0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",{44917: 'Anita Mui'},{35452: 'Corey Yuen'},6.5,102
{11092: 'Presumed Innocent'},22000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{6197: 'Brian Dennehy'},{6349: 'Alan J. Pakula'},6.8,514
{634336: 'Uncanny Annie'},0,"[{'id': 27, 'name': 'Horror'}, {'id': 10770, 'name': 'TV Movie'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{131781: 'Adelaide Kane'},{164807: 'Paul Davis'},6.0,47
{505707: 'Waiting for the Barbarians'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{85: 'Johnny Depp'},{122785: 'Ciro Guerra'},5.94,258
{5851: 'Showtime'},85000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{776: 'Eddie Murphy'},{46076: 'Tom Dey'},5.504,804
{99770: 'Asterix & Obelix: God Save Britannia'},61000000,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'HU', 'name': 'Hungary'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",{16927: 'Gérard Depardieu'},{64575: 'Laurent Tirard'},5.094,1084
"{72246: 'Sex, Lies and Death'}",0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'CO', 'name': 'Colombia'}]",{565374: 'Carolina Sepulveda'},{281122: 'Ramiro Meneses'},6.7,51
{371236: 'Crayon Shin-chan: My Moving Story! Cactus Large Attack!'},0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{937252: 'Miki Narahashi'},{125385: 'Masakazu Hashimoto'},7.5,33
"{859933: 'Before, Now & Then'}",0,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'ID', 'name': 'Indonesia'}]",{1158144: 'Happy Salma'},{1515263: 'Kamila Andini'},9.0,5
{60243: 'A Separation'},5000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'IR', 'name': 'Iran'}]",{559566: 'Payman Maadi'},{229931: 'Asghar Farhadi'},7.916,1366
"{271: ""Ronia, The Robber's Daughter""}",0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'NO', 'name': 'Norway'}]",{3852: 'Dan Håfström'},{3849: 'Tage Danielsson'},6.9,140
{1007231: 'Lovie Dovie'},0,[],[],{3852: 'Dan Håfström'},{3645419: 'Francesca Brescia'},0.0,0
{347629: 'Thank You for Your Service'},20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{58754: 'Haley Bennett'},{1530530: 'Jason Hall'},6.5,281
{14429: 'Drive Me Crazy'},8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{5090: 'Adrian Grenier'},{79656: 'John Schultz'},6.4,281
{506072: 'Prospect'},0,"[{'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",{1253360: 'Pedro Pascal'},{1305412: 'Zeek Earl'},6.132,593
{2313: 'Prime'},22000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{23821: 'Bryan Greenberg'},{24294: 'Ben Younger'},5.924,701
{27374: 'Lake Mungo'},2000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",{97586: 'Rosie Traynor'},{97591: 'Joel Anderson'},6.272,382
{11889: 'Iris'},5500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{5309: 'Judi Dench'},{36693: 'Richard Eyre'},6.5,154
{80662: 'Guilty of Romance'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{552342: 'Makoto Togashi'},{67075: 'Sion Sono'},7.0,164
"{63492: ""What's Your Number?""}",20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{16828: 'Chris Evans'},{57199: 'Mark Mylod'},6.495,2029
{35680: 'Madeline'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{3910: 'Frances McDormand'},{56714: 'Daisy von Scherler Mayer'},6.2,196
{15244: 'A Man Escaped'},0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",{96794: 'Charles Le Clainche'},{10346: 'Robert Bresson'},8.017,376
{346681: 'Wilson'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{25884: 'Mary Lynn Rajskub'},{303056: 'Craig Johnson'},5.969,310
{502682: 'Book Club'},10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{6352: 'Jane Fonda'},{971660: 'Bill Holderman'},6.2,647
{14400: 'The Heir Apparent: Largo Winch'},25412760,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",{5470: 'Kristin Scott Thomas'},{69987: 'Jérôme Salle'},6.0,436
{245168: 'Suffragette'},14000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{1283: 'Helena Bonham Carter'},{93288: 'Sarah Gavron'},7.283,1430
{31439: 'To Live'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",{643: 'Gong Li'},{607: 'Zhang Yimou'},7.912,204
