title,budget,genres,country,charactor,director,vote_score,vote_count,vote_weight
인생은 아름다워,20000000,코미디,Italy,Nicoletta Braschi,Roberto Benigni,8.456,11240,7.924332748295111
매그니피센트 7,90000000,모험,United States of America,Chris Pratt,Antoine Fuqua,6.381,5151,5.828025328666215
황금의 도시 엘도라도,95000000,가족,United States of America,Kevin Kline,Don Paul,7.2,3189,6.154210733329002
데드 캠프 6,1200000,공포,Germany,Aqueela Zoll,Valeri Milev,5.337,650,4.3492083485837565
로빈슨 가족,150000000,애니메이션,United States of America,Wesley Singerman,Stephen J. Anderson,6.881,2314,5.719828926649587
테드 : 황금도시 파이티티를 찾아서,10500000,애니메이션,Spain,Michelle Jenner,Enrique Gato,6.001,431,4.385536879514007
앨빈과 슈퍼밴드,60000000,코미디,United States of America,David Cross,Tim Hill,5.8,3791,5.26875040032876
싱크홀,11400000,코미디,South Korea,Kim Sung-kyun,Kim Ji-hoon,7.0,51,4.0206966697762185
택스 콜렉터,30000000,액션,United States of America,Cinthya Carmona,David Ayer,5.7,362,4.266639388579548
티탄,6600000,드라마,Belgium,Vincent Lindon,Julia Ducournau,6.478,856,4.851853426495417
아메리칸 파이 웨딩,55000000,코미디,United States of America,Alyson Hannigan,Jesse Dylan,6.195,3484,5.51254073619526
덤 앤 더머 투,40000000,코미디,United States of America,Jeff Daniels,Peter Farrelly,5.541,2704,4.9642169814111
반 헬싱,160000000,공포,Czech Republic,Kate Beckinsale,Stephen Sommers,6.314,4927,5.757300996841233
십계,13000000,드라마,United States of America,Yul Brynner,Cecil B. DeMille,7.743,1159,5.590782461351951
상티넬,6500000,스릴러,France,Marilyn Lima,Julien Leclercq,5.881,500,4.411374467332546
리코리쉬 피자,40000000,드라마,Canada,Cooper Hoffman,Paul Thomas Anderson,7.075,1209,5.3316131292734354
갓 오브 이집트,140000000,액션,Australia,Brenton Thwaites,Alex Proyas,5.612,3513,5.107283689985377
쏘우 4,10000000,공포,Canada,Costas Mandylor,Darren Lynn Bousman,6.1,2991,5.374105411850019
드래그 미 투 헬,30000000,공포,United States of America,Justin Long,Sam Raimi,6.364,2995,5.550970573553292
론 레인저,215000000,액션,United States of America,Armie Hammer,Gore Verbinski,6.08,5199,5.598109062315546
아메리칸 파이 2,30000000,코미디,United States of America,Thomas Ian Nicholas,J.B. Rogers,6.203,4195,5.6037652661542605
카타콤: 금지된 구역,5000000,공포,France,Perdita Weeks,John Erick Dowdle,6.665,2718,5.691805996835594
헌츠맨: 윈터스 워,115000000,액션,China,Charlize Theron,Cedric Nicolas-Troyan,6.278,4290,5.669258374360781
죠스,7000000,공포,United States of America,Richard Dreyfuss,Steven Spielberg,7.641,8518,7.086229096780189
스쿠비!,90000,애니메이션,United States of America,Frank Welker,Tony Cervone,7.2,1385,5.498443473822125
치킨 런,45000000,애니메이션,United Kingdom,Julia Sawalha,Peter Lord,6.724,4090,5.97424039016013
오버보드,12000000,로맨스,United States of America,Eugenio Derbez,Rob Greenberg,6.665,1194,5.139616816838695
아메리칸 사이코,7000000,스릴러,Canada,Willem Dafoe,Mary Harron,7.379,8248,6.84898288555312
커밍 2 아메리카,60000000,코미디,United States of America,Arsenio Hall,Craig Brewer,6.58,1842,5.389134806619004
생텀,30000000,액션,United States of America,Ioan Gruffudd,Alister Grierson,5.971,849,4.663114799176022
데드 라이크 미: 라이프 애프터 데스,5000000,드라마,United States of America,Jasmine Guy,Stephen Herek,6.253,200,4.194766666240455
블루스톰,50000000,액션,United States of America,Jessica Alba,John Stockwell,5.859,1255,4.8052515852035365
아담스 패밀리,40000000,가족,Canada,Charlize Theron,Greg Tiernan,6.652,1814,5.4185557095097145
아마겟돈,140000000,액션,United States of America,Billy Bob Thornton,Michael Bay,6.823,6719,6.295311867188516
나이스 가이 노빗,10000000,코미디,United States of America,Maria Casadevall,Brian Robbins,5.573,1887,4.842626310365309
오블리비언,120000000,액션,United States of America,Morgan Freeman,Joseph Kosinski,6.601,9371,6.232627824244085
범블비,135000000,액션,United States of America,John Cena,Travis Knight,6.703,5084,6.0713363090796
보물성,140000000,모험,United States of America,Brian Murray,John Musker,7.53,3414,6.431817523435933
이미테이션 게임,14000000,역사,United Kingdom,Keira Knightley,Morten Tyldum,8.015,14863,7.641338606369681
대부 3,54000000,범죄,United States of America,Diane Keaton,Francis Ford Coppola,7.4,5009,6.601090097774737
그린랜드,34000000,액션,United Kingdom,Morena Baccarin,Ric Roman Waugh,7.148,3484,6.179801838391748
위대한 개츠비,105000000,드라마,United States of America,Tobey Maguire,Baz Luhrmann,7.384,10666,6.958780372014761
미스터 이빨요정,48000000,코미디,Canada,Stephen Merchant,Michael Lembeck,5.49,1719,4.759977714668556
발레리안: 천 개 행성의 도시,177200000,모험,Belgium,Cara Delevingne,Luc Besson,6.623,6462,6.115776236134397
바후발리: 더 비기닝,25130430,액션,India,Rana Daggubati,S. S. Rajamouli,7.561,590,4.950998884047616
루저스,25000000,액션,United States of America,Zoe Saldaña,Sylvain White,6.26,1460,5.076760526143866
오즈의 마법사,2777000,모험,United States of America,Ray Bolger,Victor Fleming,7.579,4601,6.6827622729574365
인시디어스4: 라스트 키,10000000,공포,United States of America,Angus Sampson,Adam Robitel,6.2,2283,5.29843976452916
인턴,35000000,코미디,United States of America,Anne Hathaway,Nancy Meyers,7.19,5684,6.509899855398341
체리,40000000,드라마,United States of America,Ciara Bravo,Joe Russo,7.454,996,5.334082076920058
13 고스트,42000000,공포,Canada,Embeth Davidtz,Steve Beck,6.196,1669,5.121203317637045
글래디에이터,103000000,액션,United Kingdom,Joaquin Phoenix,Ridley Scott,8.199,15420,7.821413108925106
벤자민 버튼의 시간은 거꾸로 간다,150000000,드라마,United States of America,Cate Blanchett,David Fincher,7.568,10911,7.129046664279384
몬스터 하우스,75000000,애니메이션,United States of America,Sam Lerner,Gil Kenan,6.649,3267,5.79309144856401
히트,60000000,액션,United States of America,Robert De Niro,Michael Mann,7.896,5663,7.066689323487152
몬스터 vs 에이리언,175000000,애니메이션,United States of America,Seth Rogen,Rob Letterman,6.179,3897,5.5532729818052085
람보,15000000,액션,United States of America,Charles A. Tamburro,Ted Kotcheff,7.5,5042,6.682291322533061
월요일이 사라졌다,20000000,SF,Belgium,Marwan Kenzari,Tommy Wirkola,7.178,5307,6.462821678697751
더 이퀄라이저 2,62000000,액션,United States of America,Pedro Pascal,Antoine Fuqua,6.6,4079,5.881968126178491
슈퍼맨: 둠스데이,3500000,액션,United States of America,Anne Heche,Brandon Vietti,6.7,488,4.6043279229085865
트루스 오어 데어,3500000,스릴러,United States of America,Violett Beane,Jeff Wadlow,5.996,3528,5.3786659022999865
투모로우랜드,190000000,모험,United States of America,Hugh Laurie,Brad Bird,6.244,6235,5.795053619660923
익스트랙션,65000000,드라마,United States of America,Rudhraksh Jaiswal,Sam Hargrave,7.36,4600,6.517249145532212
컬트 오브 처키,6500000,공포,United States of America,Brad Dourif,Don Mancini,5.8,934,4.6431045210138135
말리와 나,60000000,코미디,United States of America,Jennifer Aniston,David Frankel,7.206,4030,6.317864916321602
원더,20000000,드라마,United States of America,Owen Wilson,Stephen Chbosky,8.177,6952,7.424637513268785
레드 던,65000000,액션,United States of America,Josh Peck,Dan Bradley,5.666,1335,4.743929076020672
포커스,50100000,로맨스,United States of America,Margot Robbie,John Requa,6.887,6820,6.354236309803639
다크 섀도우,150000000,코미디,United States of America,Michelle Pfeiffer,Tim Burton,6.022,6325,5.620593457638284
토탈 리콜,125000000,액션,Canada,Kate Beckinsale,Len Wiseman,5.97,4745,5.479344356402762
초콜렛 천국,3000000,가족,United States of America,Peter Ostrum,Mel Stuart,7.483,2751,6.2297426078414695
레프리콘 2,2000000,코미디,United States of America,Charlie Heath,Rodman Flender,5.6,235,4.147621555570173
앨빈과 슈퍼밴드 2,75000000,코미디,United States of America,David Cross,Betty Thomas,5.644,2462,4.993050113758975
인디펜던스 데이,75000000,액션,United States of America,Jeff Goldblum,Roland Emmerich,6.85,8171,6.397436070356389
파라노말 액티비티: 더 마크드 원스,5000000,공포,United States of America,Jorge Diaz,Christopher Landon,5.404,1207,4.58302928295416
텍사스 전기톱 연쇄살인사건 3D,10000000,공포,United States of America,Dan Yeager,John Luessenhop,5.444,1320,4.634797681158643
킹콩,207000000,모험,New Zealand,Jack Black,Peter Jackson,6.843,6694,6.310055168409798
나이트 크롤러,8500000,범죄,United States of America,Rene Russo,Dan Gilroy,7.686,9153,7.158015733288328
딥 블루 씨 3,5000000,액션,United States of America,Nathaniel Buzolic,John Pogue,5.908,217,4.171433485636594
버진 테리토리,38000000,모험,Luxembourg,Stellan Skarsgård,David Leland,4.5,245,4.000825441998451
가위손,20000000,판타지,United States of America,Winona Ryder,Tim Burton,7.71,11089,7.260417733372672
해피 피트 2,130000000,애니메이션,Australia,Robin Williams,George Miller,6.1,1307,4.937366514758185
허밍버드,20000000,액션,United States of America,Agata Buzek,Steven Knight,6.176,1409,5.015159410598747
오만과 편견,28000000,드라마,France,Matthew Macfadyen,Joe Wright,8.087,6648,7.323035035179071
오션스 8,70000000,범죄,United States of America,Cate Blanchett,Gary Ross,6.996,7194,6.467453703188527
셜록 홈즈: 그림자 게임,125000000,모험,United Kingdom,Jude Law,Guy Ritchie,7.125,9132,6.674754429419573
로렉스,70000000,애니메이션,United States of America,Danny DeVito,Chris Renaud,6.464,2856,5.590664971971932
설국열차,39200000,액션,Czech Republic,Song Kang-ho,Bong Joon-ho,6.887,8229,6.431457643124222
공각기동대 : 고스트 인 더 쉘,110000000,SF,China,Takeshi Kitano,Rupert Sanders,6.046,7112,5.677148347814705
맨 인 블랙 2,140000000,액션,United States of America,Tommy Lee Jones,Barry Sonnenfeld,6.348,8512,5.985728362008343
스피시즈,35000000,SF,United States of America,Ben Kingsley,Roger Donaldson,5.911,1270,4.834885172858214
드라이브,15000000,드라마,United States of America,Carey Mulligan,Nicolas Winding Refn,7.565,10579,7.114344454672875
마이 리틀 자이언트,140000000,모험,United States of America,Ruby Barnhill,Steven Spielberg,6.242,2869,5.447217808159113
더 히트,43000000,액션,United States of America,Melissa McCarthy,Paul Feig,6.609,3449,5.796697109042848
미션 임파서블: 로그네이션,150000000,액션,United States of America,Jeremy Renner,Christopher McQuarrie,7.172,7433,6.62818647835178
8 마일,41000000,음악,Germany,Mekhi Phifer,Curtis Hanson,7.114,5999,6.47763522423109
어메이징 메리,7000000,드라마,United States of America,Mckenna Grace,Marc Webb,8.05,4463,7.014989264289684
와일드,80000000,가족,Canada,Jim Belushi,Steve 'Spaz' Williams,5.5,868,4.500408125162448
택시 2,10500000,액션,France,Frédéric Diefenthal,Gérard Krawczyk,6.2,1425,5.033251461850958
락아웃: 익스트림미션,20000000,액션,France,Maggie Grace,James Mather,5.908,1565,4.9371962266250495
맨 인 블랙: 인터내셔널,110000000,코미디,United States of America,Tessa Thompson,F. Gary Gray,5.984,4032,5.42623201070163
나니아 연대기: 새벽 출정호의 항해,155000000,모험,United Kingdom,Skandar Keynes,Michael Apted,6.429,4796,5.83341691721254
워리어스 웨이,42000000,모험,New Zealand,Kate Bosworth,Lee Seung-moo,6.6,463,4.553844664050544
이고르와 귀여운 몬스터 이바,25000000,애니메이션,United States of America,Myleene Klass,Tony Leondis,5.962,485,4.420095322123349
올 마이 라이프,25000000,로맨스,China,Jessica Rothe,Marc Meyers,8.001,376,4.740553158114568
300,65000000,액션,Bulgaria,Lena Headey,Zack Snyder,7.162,11883,6.800235098184511
스크림 2,24000000,공포,United States of America,Courteney Cox,Wes Craven,6.443,3052,5.614230784362226
미이라,125000000,판타지,United States of America,Annabelle Wallis,Alex Kurtzman,5.505,6259,5.199690272637098
원스 어폰 어 타임 인… 할리우드,95000000,코미디,China,Brad Pitt,Quentin Tarantino,7.434,10738,7.005184177609587
살인소설,3000000,공포,Canada,Juliet Rylance,Scott Derrickson,6.845,4489,6.115074927431194
세븐,33000000,범죄,United States of America,Morgan Freeman,David Fincher,8.353,17446,8.003675531618322
사탄의 인형,10000000,공포,Canada,Gabriel Bateman,Lars Klevberg,5.983,1588,4.983115443344732
인시디어스 3,10000000,공포,Canada,Lin Shaye,Leigh Whannell,6.282,2798,5.460152825675192
유전,10000000,공포,United States of America,Alex Wolff,Ari Aster,7.248,5936,6.579323296369578
소림축구,10000005,액션,Hong Kong,Zhao Wei,Stephen Chow,7.039,1722,5.590599033682588
신 고질라,15000000,액션,Japan,Yutaka Takenouchi,Hideaki Anno,7.1,851,5.074305133915659
스크림 4G,40000000,공포,United States of America,Neve Campbell,Wes Craven,6.383,2758,5.517961652267124
레드: 더 레전드,84000000,액션,Canada,John Malkovich,Dean Parisot,6.5,3454,5.721398096869806
아이다 레드,12400000,범죄,United States of America,Josh Hartnett,John Swab,6.1,41,3.9771900865317535
에픽: 숲속의 전설,100000000,애니메이션,United States of America,Amanda Seyfried,Chris Wedge,6.48,2349,5.485170813216172
제5원소,90000000,모험,France,Milla Jovovich,Luc Besson,7.514,9102,7.007696681134276
드래곤볼 에볼루션,30000000,액션,United States of America,Chow Yun-Fat,James Wong,2.843,1707,3.3447628030171765
커스드,35000000,공포,Germany,Jesse Eisenberg,Wes Craven,5.5,567,4.354276144111472
박물관이 살아있다 2,150000000,모험,United States of America,Amy Adams,Shawn Levy,6.118,5958,5.677594149102984
노아,125000000,드라마,United States of America,Jennifer Connelly,Darren Aronofsky,5.642,5458,5.272092742663964
블러드샷,42000000,액션,China,Eiza González,Dave Wilson,6.81,4357,6.072529601417365
Woody Woodpecker,10000000,코미디,Brazil,Timothy Omundson,Alex Zamm,6.688,594,4.7074052491779526
어바웃 타임,12000000,드라마,United Kingdom,Rachel McAdams,Richard Curtis,7.91,7047,7.212658706481478
바보 삼총사,30000000,코미디,United States of America,Will Sasso,Peter Farrelly,5.719,463,4.345192351134587
배틀쉽,209000000,스릴러,United States of America,Tadanobu Asano,Peter Berg,5.8,4759,5.351017949679971
나이트메어,1800000,공포,United States of America,Robert Englund,Wes Craven,7.306,4076,6.398407112960674
라스트 위치 헌터,90000000,판타지,United States of America,Rose Leslie,Breck Eisner,5.942,3141,5.290488159600493
이모티: 더 무비,50000000,애니메이션,United States of America,James Corden,Tony Leondis,5.534,2594,4.944245051239557
호스텔 2,10200000,공포,Czech Republic,Heather Matarazzo,Eli Roth,5.823,1613,4.908047069373257
이블 데드,350000,공포,United States of America,Ellen Sandweiss,Sam Raimi,7.311,3027,6.19107316015774
아나스타샤,53000000,애니메이션,United States of America,John Cusack,Don Bluth,7.619,4652,6.72048856575149
아이 러브 베스 쿠퍼,18000000,코미디,Canada,Paul Rust,Chris Columbus,5.917,718,4.568042150784979
맨 인 더 다크,9900000,스릴러,United States of America,Jane Levy,Fede Álvarez,7.003,6292,6.411864285256925
13인의 자객,6000000,모험,Japan,Takayuki Yamada,Takashi Miike,7.303,871,5.166278179475039
툼레이더,94000000,액션,Japan,Dominic West,Roar Uthaug,6.353,6795,5.91476787257587
모노노케 히메,26500000,모험,Japan,Yuriko Ishida,Hayao Miyazaki,8.35,6448,7.517372873578311
옹박: 더 레전드,8500000,모험,Thailand,Sarunyu Wongkrachang,Panna Rittikrai,6.41,515,4.558104917181288
클로버필드,25000000,액션,United States of America,Michael Stahl-David,Matt Reeves,6.65,5993,6.105612235727974
파커,35000000,액션,United States of America,Jennifer Lopez,Taylor Hackford,5.986,2618,5.235609346902005
툼스톤,28000000,범죄,United States of America,Dan Stevens,Scott Frank,6.309,2418,5.396976446667198
더 위치,3500000,공포,Canada,Ralph Ineson,Robert Eggers,6.878,5682,6.262595876402993
스파이 키드 2,38000000,액션,United States of America,Daryl Sabara,Robert Rodriguez,5.58,1816,4.830792807359298
크리스마스 캐롤,200000000,애니메이션,United States of America,Gary Oldman,Robert Zemeckis,6.856,3827,6.032142369494505
왓치,68000000,코미디,United States of America,Vince Vaughn,Akiva Schaffer,5.545,1983,4.846825481926888
아메리칸 파이: 썸머 캠프,10000000,코미디,United States of America,Arielle Kebbel,Steve Rash,5.456,1780,4.755091122982581
루퍼,30000000,액션,United States of America,Bruce Willis,Rian Johnson,6.861,8990,6.442231194662281
겟 썸 2,3000000,드라마,United States of America,Gralen Bryant Banks,Michael Jai White,6.439,532,4.581282575079935
러그래츠: 야! 러그래츠,30000000,가족,United States of America,David Spade,Igor Kovalyov,6.142,473,4.454008369675215
Sorjonen: Muraalimurhat,3000000,범죄,Finland,Anu Sinisalo,Juuso Syrjä,6.7,59,4.024651962664536
12 솔져스,35000000,전쟁,United States of America,Michael Shannon,Nicolai Fuglsig,6.168,2379,5.301132076839108
엘리트 스쿼드,4000000,드라마,Brazil,Caio Junqueira,José Padilha,8.065,1829,6.20233311442329
섹스 앤 더 시티 2,100000000,코미디,United States of America,Kim Cattrall,Michael Patrick King,6.119,1422,4.99252234686435
"장화, 홍련",15050245,드라마,South Korea,Moon Geun-young,Kim Jee-woon,7.134,884,5.115090626067637
닌자 거북이,13500000,SF,Hong Kong,Elias Koteas,Steve Barron,6.604,1374,5.206176093743725
소울 서퍼,18000000,가족,United States of America,Helen Hunt,Sean McNamara,7.1,1048,5.231419751716108
로리타,2000000,범죄,United Kingdom,Shelley Winters,Stanley Kubrick,7.377,1622,5.720144159720154
호튼,85000000,애니메이션,United States of America,Steve Carell,Steve Martino,6.463,2770,5.57239235650913
비틀쥬스,15000000,판타지,United States of America,Geena Davis,Tim Burton,7.38,5532,6.644824786141933
조 블랙의 사랑,90000000,판타지,United States of America,Anthony Hopkins,Martin Brest,7.24,3981,6.3346448117717085
혹성탈출,100000000,스릴러,United States of America,Tim Roth,Tim Burton,5.718,3339,5.162368890121548
닌자 거북이 TMNT,34000000,모험,United States of America,Mitchell Whitfield,Kevin Munroe,6.1,877,4.726330292464912
미션 임파서블,80000000,모험,United States of America,Jon Voight,Brian De Palma,6.9,7204,6.388531994499349
꼬마 유령 캐스퍼,50000000,판타지,United States of America,Bill Pullman,Brad Silberling,6.314,3919,5.653593975099341
그린 랜턴: 에메랄드 나이츠,3500000,액션,United States of America,Jason Isaacs,Christopher Berkeley,6.701,412,4.520890955917965
와일드 차일드,20000000,코미디,France,Alex Pettyfer,Nick Moore,6.738,1637,5.393774917920391
엽문 3: 최후의 대결,36000000,액션,China,Lynn Hung,Wilson Yip,6.983,1357,5.378359358201733
커플로 살아남기,38000000,코미디,United States of America,Katherine Heigl,Greg Berlanti,6.906,2763,5.8585948428333365
쇼핑몰 캅,26000000,액션,United States of America,Keir O'Donnell,Steve Carr,5.409,2088,4.787981030390395
톨 걸 2,24393503,코미디,United States of America,Ava Michelle,Emily Ting,5.82,228,4.170874298874844
풋루즈,24000000,드라마,United States of America,Kenny Wormald,Craig Brewer,6.597,1445,5.236524163967183
9: 나인,30000000,액션,United States of America,John C. Reilly,Shane Acker,6.9,2973,5.903862422987519
링스,25000000,공포,United States of America,Alex Roe,F. Javier Gutiérrez,4.961,2252,4.545709893102972
판타스틱 4 - 실버 서퍼의 위협,130000000,모험,Germany,Jessica Alba,Tim Story,5.586,6873,5.288653620505901
투어리스트,100000000,액션,France,Angelina Jolie,Florian Henckel von Donnersmarck,6.178,4761,5.638971396009119
아키라,10000000,애니메이션,Japan,Nozomu Sasaki,Katsuhiro Otomo,7.957,3184,6.668558317735934
판의 미로: 오필리아와 세개의 열쇠,19000000,판타지,Mexico,Maribel Verdú,Guillermo del Toro,7.746,9081,7.205953683939637
레드 테일스,58000000,드라마,United States of America,David Oyelowo,Anthony Hemingway,6.504,508,4.575499795925687
아저씨,1255000,액션,South Korea,Kim Sae-ron,Lee Jeong-beom,7.7,1018,5.452437915696867
스타 트렉: 더 비기닝,150000000,SF,Germany,Zachary Quinto,J.J. Abrams,7.44,8758,6.927475699686969
인비저블 게스트,4000000,드라마,Spain,Ana Wagener,Oriol Paulo,8.13,3799,6.942539559206685
몬스터 콜,43000000,드라마,Spain,Sigourney Weaver,J. A. Bayona,7.241,2840,6.096836811704295
레디 오어 낫,6000000,코미디,United States of America,Adam Brody,Tyler Gillett,7.049,3294,6.073226427010764
데드 사일런스,20000000,공포,United States of America,Amber Valletta,James Wan,6.412,1860,5.302306186902955
쏘우 3D,20000000,공포,Canada,Costas Mandylor,Kevin Greutert,5.997,2390,5.198308660987004
택시,8700000,액션,France,Frédéric Diefenthal,Gérard Pirès,6.61,1967,5.44923069666627
데스 레이스 3: 인페르노,6500000,액션,United States of America,Ving Rhames,Roel Reiné,5.8,606,4.4622311391938325
에이리언 4,70000000,SF,United States of America,Winona Ryder,Jean-Pierre Jeunet,6.118,3908,5.510401218050601
웨어울브스 위딘,6500000,공포,France,Milana Vayntrub,Josh Ruben,6.093,324,4.306764199527126
워크 투 리멤버,11800000,드라마,United States of America,Shane West,Adam Shankman,7.748,3546,6.614032450740307
그린 북,23000000,드라마,United States of America,Mahershala Ali,Peter Farrelly,8.244,9269,7.644343842015342
"아이, 로봇",120000000,액션,United States of America,Bridget Moynahan,Alex Proyas,6.926,10116,6.539498544380274
텍사스 전기톱 학살,85000,공포,United States of America,Allen Danziger,Tobe Hooper,7.3,2455,6.021928721214126
다이 하드: 굿 데이 투 다이,92000000,액션,United States of America,Jai Courtney,John Moore,5.3,5637,5.010954299737144
데스 레이스,45000000,액션,United Kingdom,Joan Allen,Paul W. S. Anderson,6.232,3135,5.486133812448992
로빈 훗,5000000,애니메이션,United States of America,Phil Harris,Wolfgang Reitherman,7.282,3706,6.316691419567031
소셜 네트워크,40000000,드라마,United States of America,Andrew Garfield,David Fincher,7.338,10200,6.901702395308863
처키의 저주,5000000,공포,United States of America,Brad Dourif,Don Mancini,5.9,1255,4.8239833295411465
프린세스 다이어리 2,40000000,코미디,United States of America,Julie Andrews,Garry Marshall,6.657,2801,5.705402060638608
28일 후,5000000,공포,United Kingdom,Naomie Harris,Danny Boyle,7.197,5463,6.493787406857694
엘리시움,115000000,SF,United States of America,Jodie Foster,Neill Blomkamp,6.5,7612,6.077005261634801
할로윈 엔즈,30000000,공포,United States of America,Andi Matichak,David Gordon Green,0.0,0,0.0
고스트 워,70000000,SF,United States of America,Emily Mortimer,Nic Mathieu,6.426,1400,5.132572737114712
잭 앤 질,79000000,코미디,United States of America,Al Pacino,Dennis Dugan,4.3,1778,4.126098214247188
프린세스 다이어리,37000000,코미디,United States of America,Julie Andrews,Garry Marshall,6.928,4224,6.142570286579377
레고 배트맨 무비,80000000,애니메이션,Denmark,Zach Galifianakis,Chris McKay,7.204,4204,6.343519588621984
아담스 패밀리,30000000,코미디,United States of America,Anjelica Huston,Barry Sonnenfeld,7.012,3659,6.1160874006045285
고인돌 가족 플린스톤,46000000,판타지,United States of America,Elizabeth Perkins,Brian Levant,5.3,2035,4.715757255742292
미 마이셀프 앤드 아이린,51000000,코미디,United States of America,Renée Zellweger,Peter Farrelly,6.571,3177,5.723517265314967
이터널 선샤인,20000000,SF,United States of America,Kate Winslet,Michel Gondry,8.098,12497,7.652287836953894
퀸 오브 하츠,19000000,드라마,Denmark,Gustav Lindh,May el-Toukhy,6.812,157,4.194317266736027
더블 타겟,61000000,액션,United States of America,Michael Peña,Antoine Fuqua,7.072,3922,6.203074864541061
슈퍼맨,55000000,SF,Panama,Margot Kidder,Richard Donner,7.103,3081,6.064158789933591
데블스 에드버킷,57000000,드라마,Germany,Al Pacino,Taylor Hackford,7.441,4813,6.607552752693168
다이노소어 어드벤처 3D,80000000,애니메이션,Australia,Justin Long,Neil Nightingale,6.094,394,4.373272374324762
베드타임 스토리,80000000,판타지,United States of America,Keri Russell,Adam Shankman,6.103,2440,5.274244325548957
서기 1년,60000000,코미디,United States of America,Michael Cera,Harold Ramis,4.922,1574,4.433851030942913
하치 이야기,16000000,드라마,United Kingdom,Joan Allen,Lasse Hallström,8.007,5725,7.16186707875414
온워드: 단 하루의 기적,200000000,가족,United States of America,Chris Pratt,Dan Scanlon,7.771,5124,6.9023138515588895
7번째 아들,95000000,모험,China,Julianne Moore,Sergei Bodrov,5.5,2211,4.862944773897287
트리플 X 2: 넥스트 레벨,60000000,액션,United States of America,Samuel L. Jackson,Lee Tamahori,4.992,1535,4.463059457795072
슬리피 할로우,100000000,드라마,Germany,Christina Ricci,Tim Burton,7.148,5626,6.4711614335435925
매트릭스 2: 리로디드,150000000,모험,United States of America,Laurence Fishburne,Lana Wachowski,7.024,9205,6.590913912978203
어쌔신: 더 비기닝,33000000,액션,China,Michael Keaton,Michael Cuesta,6.4,2533,5.480303306157524
쏘우 5,10800000,공포,Canada,Costas Mandylor,David Hackl,6.2,2768,5.401083602823586
민날 무랄리,2800000,액션,India,Guru Somasundaram,Basil Joseph,7.2,245,4.3816673527471055
다이버전트 시리즈: 얼리전트,110000000,모험,United States of America,Theo James,Robert Schwentke,6.097,5845,5.6540815085098135
바울,5000000,드라마,United States of America,James Faulkner,Andrew Hyatt,7.5,259,4.448578028001009
택시 : 더 맥시멈,25000000,액션,France,Jimmy Fallon,Tim Story,5.546,829,4.500041858613376
블레이드,45000000,공포,United States of America,Stephen Dorff,Stephen Norrington,6.741,4889,6.081147962008066
터미네이터 3: 라이즈 오브 더 머신,200000000,액션,Germany,Nick Stahl,Jonathan Mostow,6.1,5524,5.636178730757727
믿음의 승부,100000,드라마,United States of America,Shannen Fields,Alex Kendrick,7.463,324,4.551199428767078
어스,20000000,공포,United States of America,Winston Duke,Jordan Peele,6.982,6000,6.372006573976832
앵그리 버드 더 무비,73000000,애니메이션,Finland,Josh Gad,Clay Kaytis,6.184,3074,5.443853408564807
한 솔로: 스타워즈 스토리,250000000,SF,United States of America,Joonas Suotamo,Ron Howard,6.571,7211,6.116343699366653
타워 하이스트,75000000,액션,United States of America,Eddie Murphy,Brett Ratner,6.054,2479,5.251793847305
레전드 오브 타잔,180000000,판타지,Canada,Christoph Waltz,David Yates,5.88,5611,5.46806984200771
디파티드,90000000,드라마,United States of America,Leonardo DiCaprio,Martin Scorsese,8.161,12609,7.712162334063385
블랙 스완,13000000,드라마,United States of America,Mila Kunis,Darren Aronofsky,7.65,12471,7.25132671838999
에브리데이,4900000,판타지,United States of America,Justice Smith,Michael Sucsy,7.237,2005,5.821339967153119
씬 시티: 다크히어로의 부활,65000000,범죄,United States of America,Jessica Alba,Frank Miller,6.354,3255,5.588644866088633
007 스펙터,245000000,액션,United Kingdom,Christoph Waltz,Sam Mendes,6.516,9234,6.154745895411922
위 아 더 밀러스,37000000,코미디,United States of America,Jason Sudeikis,Rawson Marshall Thurber,6.8,7611,6.327789811233017
애프터 어스,130000000,SF,United States of America,Will Smith,M. Night Shyamalan,5.199,5853,4.93897017959519
개구쟁이 스머프,110000000,애니메이션,United States of America,Neil Patrick Harris,Raja Gosnell,5.764,3218,5.179523379428319
시계태엽 오렌지,2200000,SF,United Kingdom,Warren Clarke,Stanley Kubrick,8.225,10855,7.704667257780008
노틀담의 꼽추,100000000,드라마,United States of America,Demi Moore,Kirk Wise,7.091,4247,6.266343271949071
팅커벨,48000000,애니메이션,India,Kristin Chenoweth,Bradley Raymond,6.779,1149,5.1632234602189255
투건스,61000000,액션,United States of America,Mark Wahlberg,Baltasar Kormákur,6.515,3511,5.740795748146785
언디스퓨티드,20000000,액션,United States of America,Ving Rhames,Walter Hill,6.527,554,4.625087247461014
크리미널 트위스트,2000000,범죄,United Kingdom,Michael Caine,Martin Owen,6.096,151,4.118951150479839
프롬 파리 위드 러브,52000000,액션,United Kingdom,Jonathan Rhys Meyers,Pierre Morel,6.245,1667,5.146380553286964
람보 3,63000000,액션,United States of America,Richard Crenna,Peter MacDonald,6.131,2514,5.3071254672844645
백 투 더 비기닝,12000000,SF,United States of America,Virginia Gardner,Dean Israelite,6.654,2169,5.539347249362286
세 얼간이,9000000,드라마,India,Sharman Joshi,Rajkumar Hirani,8.0,1874,6.191046526793346
