title,budget,genres,country,main_charactor,director,vote_average,vote_count
{146239: 'Delivery Man'},26000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'IN', 'name': 'India'}]",{71189: 'Cobie Smulders'},{1375201: 'Ken Scott'},6.224,1259
{235260: 'Son of God'},22000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{647347: 'Diogo Morgado'},{235820: 'Christopher Spencer'},6.8,246
{6957: 'The 40 Year Old Virgin'},26000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2229: 'Catherine Keener'},{41039: 'Judd Apatow'},6.35,5645
{41436: 'Paranormal Activity 2'},3000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{87220: 'Brian Boland'},{20133: 'Tod Williams'},5.739,2051
{10019: 'Mannequin'},6000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2109: 'Kim Cattrall'},{62043: 'Michael Gottlieb'},6.805,548
{633515: 'The Forgotten Battle'},14000000,"[{'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'LT', 'name': 'Lithuania'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}]",{1729393: 'Jamie Flatters'},{1692687: 'Matthijs van Heijningen Jr.'},7.155,432
{458253: 'Missing Link'},100000000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{8691: 'Zoe Saldaña'},{154705: 'Chris Butler'},7.0,693
{7512: 'Idiocracy'},30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{52792: 'Maya Rudolph'},{17403: 'Mike Judge'},6.269,2182
{9602: 'Coming to America'},39000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{44994: 'Arsenio Hall'},{4610: 'John Landis'},6.852,3581
{336882: 'The Wave'},5904067,"[{'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'NO', 'name': 'Norway'}]",{63769: 'Ane Dahl Torp'},{87877: 'Roar Uthaug'},6.7,1077
{9871: 'Ginger Snaps'},5000000,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",{64914: 'Emily Perkins'},{43: 'John Fawcett'},6.824,654
{34672: 'Chestnut: Hero of Central Park'},6,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2139: 'Makenzie Vega'},{61244: 'Robert Vince'},7.0,150
{52449: 'Bad Teacher'},20000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{12111: 'Justin Timberlake'},{51851: 'Jake Kasdan'},5.569,4102
{9392: 'The Descent'},3500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{57575: 'Natalie Mendoza'},{57581: 'Neil Marshall'},6.952,3059
{487297: 'What Men Want'},20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{83860: 'Aldis Hodge'},{20739: 'Adam Shankman'},6.198,1136
{518896: 'Warriors of Future'},56000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",{78875: 'Louis Koo'},{143912: 'Ng Yuen-fai'},5.0,2
{61012: 'Silent Hill: Revelation 3D'},20000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{8329: 'Radha Mitchell'},{69593: 'M.J. Bassett'},5.455,1319
{55: 'Amores Perros'},2000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",{259: 'Vanessa Bauche'},{223: 'Alejandro González Iñárritu'},7.612,2060
{500: 'Reservoir Dogs'},1200000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3129: 'Tim Roth'},{138: 'Quentin Tarantino'},8.148,12102
{10494: 'Perfect Blue'},830000,"[{'id': 16, 'name': 'Animation'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{65424: 'Rica Matsumoto'},{40333: 'Satoshi Kon'},8.283,1754
{9007: 'Just Like Heaven'},58000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{103: 'Mark Ruffalo'},{54050: 'Mark Waters'},6.901,1955
{9257: 'S.W.A.T.'},80000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{72466: 'Colin Farrell'},{47640: 'Clark Johnson'},6.072,2030
{426543: 'The Nutcracker and the Four Realms'},120000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{851784: 'Mackenzie Foy'},{5306: 'Lasse Hallström'},6.08,1867
{551804: 'Freaky'},5000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{221192: 'Kathryn Newton'},{54248: 'Christopher Landon'},6.635,1091
{184314: 'Young & Beautiful'},4645437,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",{19888: 'Géraldine Pailhas'},{4387: 'François Ozon'},6.446,1009
{881: 'A Few Good Men'},40000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{514: 'Jack Nicholson'},{3026: 'Rob Reiner'},7.503,2817
{613583: 'Kids Are Back'},8116935,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",{97085: 'Stéphane De Groodt'},{35962: 'Michèle Laroque'},5.2,52
{379149: 'The Foreigner'},35000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{18897: 'Jackie Chan'},{10702: 'Martin Campbell'},6.853,2022
{1931: 'Stomp the Yard'},13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{22122: 'Meagan Good'},{31119: 'Sylvain White'},6.9,335
{467988: 'Camp Cool Kids'},1000000,"[{'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{7402: 'Markie Post'},{78199: 'Lisa Arnold'},5.6,29
{592279: 'Kalashnikov AK-47'},3500000,"[{'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",{1266686: 'Yuriy Borisov'},{583731: 'Konstantin Buslov'},7.5,199
{9374: 'Death Becomes Her'},55000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{62: 'Bruce Willis'},{24: 'Robert Zemeckis'},6.755,2111
{64686: '47 Ronin'},175000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'HU', 'name': 'Hungary'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{9195: 'Hiroyuki Sanada'},{239571: 'Carl Rinsch'},6.143,3241
{208134: 'Jackass Presents: Bad Grandpa'},15000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1148130: 'Jackson Nicoll'},{56578: 'Jeff Tremaine'},6.102,1337
{8909: 'Wanted'},75000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{11701: 'Angelina Jolie'},{23430: 'Timur Bekmambetov'},6.492,6082
{80278: 'The Impossible'},45000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",{3061: 'Ewan McGregor'},{51894: 'J. A. Bayona'},7.356,5478
{262841: 'Monster Trucks'},125000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{530618: 'Jane Levy'},{5713: 'Chris Wedge'},6.084,704
{36955: 'True Lies'},115000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{8944: 'Jamie Lee Curtis'},{2710: 'James Cameron'},7.0,3283
{8656: 'Deep Impact'},75000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{4939: 'Téa Leoni'},{51984: 'Mimi Leder'},6.199,2452
"{11284: ""Freddy's Dead: The Final Nightmare""}",11000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{68848: 'Lisa Zane'},{56891: 'Rachel Talalay'},5.315,1013
{274862: 'The Lego Ninjago Movie'},70000000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{15009: 'Justin Theroux'},{1767030: 'Bob Logan'},6.5,821
{6145: 'Fracture'},10000000,"[{'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{30614: 'Ryan Gosling'},{17812: 'Gregory Hoblit'},7.277,3281
{591: 'The Da Vinci Code'},125000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2405: 'Audrey Tautou'},{6159: 'Ron Howard'},6.715,7989
{11470: 'Jason X'},11000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{69574: 'Lexa Doig'},{69579: 'James Isaac'},4.804,1045
{77459: 'A Monster in Paris'},25000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",{66841: 'Matthieu Chedid'},{65629: 'Bibo Bergeron'},6.809,1060
{714869: 'Serial (Bad) Weddings 3'},22000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",{82119: 'Chantal Lauby'},{225142: 'Philippe de Chauveron'},6.405,79
"{20178: ""World's Greatest Dad""}",10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{87669: 'Alexie Gilmore'},{95024: 'Bobcat Goldthwait'},6.573,480
{9342: 'The Mask of Zorro'},95000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{4173: 'Anthony Hopkins'},{10702: 'Martin Campbell'},6.537,3387
{402: 'Basic Instinct'},49000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{4430: 'Sharon Stone'},{10491: 'Paul Verhoeven'},6.877,3043
{227973: 'The Peanuts Movie'},99000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{94011: 'Bill Melendez'},{71729: 'Steve Martino'},6.832,1355
{346648: 'Paddington 2'},40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{19923: 'Hugh Bonneville'},{101666: 'Paul King'},7.482,1772
{621191: 'Blue Story'},1600000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{2380396: 'Stephen Odubola'},{2380389: 'Andrew Onwubolu'},7.2,158
{296524: 'Deepwater Horizon'},110000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{6856: 'Kurt Russell'},{36602: 'Peter Berg'},6.818,3840
{42889: 'The Virginity Hit'},2000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{130535: 'Zack Pearlman'},{120247: 'Andrew Gurland'},4.6,59
{14620: 'The Butterfly Effect 2'},6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{46897: 'Erica Durance'},{26714: 'John R. Leonetti'},4.927,750
{76544: 'Man of Tai Chi'},25000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{6384: 'Keanu Reeves'},{6384: 'Keanu Reeves'},6.0,733
{1562: '28 Weeks Later'},15000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{9827: 'Rose Byrne'},{17597: 'Juan Carlos Fresnadillo'},6.576,3467
"{274167: ""Daddy's Home""}",50000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{13240: 'Mark Wahlberg'},{74619: 'Sean Anders'},6.259,2700
{194662: 'Birdman or (The Unexpected Virtue of Ignorance)'},18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{54693: 'Emma Stone'},{223: 'Alejandro González Iñárritu'},7.469,11405
{407375: 'Sniper: Ghost Shooter'},3000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1954: 'Billy Zane'},{27005: 'Don Michael Paul'},6.5,167
{1452: 'Superman Returns'},270000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1979: 'Kevin Spacey'},{9032: 'Bryan Singer'},5.7,3509
{311: 'Once Upon a Time in America'},30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",{4512: 'James Woods'},{4385: 'Sergio Leone'},8.449,4269
{4547: 'Panic Room'},48000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{37917: 'Kristen Stewart'},{7467: 'David Fincher'},6.745,4138
{27: '9 Songs'},1000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{177: 'Margo Stilley'},{172: 'Michael Winterbottom'},5.617,397
{1573: 'Die Hard 2'},70000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{7673: 'Bonnie Bedelia'},{16938: 'Renny Harlin'},6.909,4758
{512196: 'Happy Death Day 2U'},9000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{969140: 'Israel Broussard'},{54248: 'Christopher Landon'},6.339,2828
{9387: 'Conan the Barbarian'},20000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{15152: 'James Earl Jones'},{8328: 'John Milius'},6.768,1961
{539537: 'Fantasy Island'},7000000,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{21045: 'Maggie Q'},{55075: 'Jeff Wadlow'},5.932,1972
{41283: 'Faster'},24000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{879: 'Billy Bob Thornton'},"{66121: 'George Tillman, Jr.'}",6.313,1595
{12180: 'Star Wars: The Clone Wars'},8500000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{41345: 'Ashley Eckstein'},{71538: 'Dave Filoni'},6.092,1621
{201085: 'Crimson Peak'},55000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{83002: 'Jessica Chastain'},{10828: 'Guillermo del Toro'},6.638,4349
{75638: 'Red Lights'},14000000,"[{'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{380: 'Robert De Niro'},{95320: 'Rodrigo Cortés'},6.154,1006
{116946: 'The Wailer'},250,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{63204: 'John Patrick Jordan'},{1064915: 'Andrés Navia'},6.6,54
{272878: 'Max'},20000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1279814: 'Josh Wiggins'},{52358: 'Boaz Yakin'},7.106,654
{816: 'Austin Powers: International Man of Mystery'},16500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{13918: 'Elizabeth Hurley'},{6737: 'Jay Roach'},6.527,2751
{27584: 'High School'},10000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{130227: 'Matt Bush'},{98537: 'John Stalberg Jr.'},5.7,117
{51739: 'The Secret World of Arrietty'},23000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{225730: 'Ryunosuke Kamiki'},{144476: 'Hiromasa Yonebayashi'},7.6,2246
{3980: 'Critters'},2000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{588: 'M. Emmet Walsh'},{18356: 'Stephen Herek'},6.41,726
{1571: 'Live Free or Die Hard'},110000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{15033: 'Justin Long'},{3950: 'Len Wiseman'},6.6,4926
{710: 'GoldenEye'},58000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{10695: 'Izabella Scorupco'},{10702: 'Martin Campbell'},6.9,3178
{9481: 'The Bone Collector'},73000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{11701: 'Angelina Jolie'},{13015: 'Phillip Noyce'},6.771,2854
{320846: 'Sky Sharks'},5920000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",{50683: 'Eva Habermann'},{1058008: 'Marc Fehse'},5.1,64
{563: 'Starship Troopers'},105000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2133: 'Dina Meyer'},{10491: 'Paul Verhoeven'},6.997,3890
{72358: 'A Thousand Words'},40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{11703: 'Kerry Washington'},{53177: 'Brian Robbins'},6.097,1130
{56903: 'Three Steps Over Heaven'},3040046,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",{88082: 'Katy Louise Saunders'},{138720: 'Luca Lucini'},5.73,604
