title,budget,genres,country,main_charactor,director,vote_average,vote_count
{17047: 'Agent Cody Banks 2: Destination London'},26000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{18471: 'Anthony Anderson'},{36083: 'Kevin Allen'},5.488,525
{1378: 'Shortbus'},2000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{19761: 'Lindsay Beamish'},{17114: 'John Cameron Mitchell'},6.355,383
{928: 'Gremlins 2: The New Batch'},50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{16171: 'Phoebe Cates'},{4600: 'Joe Dante'},6.399,2057
"{294272: ""Pete's Dragon""}",65000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{18997: 'Bryce Dallas Howard'},{592493: 'David Lowery'},6.371,1927
{9366: 'Donnie Brasco'},35000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1158: 'Al Pacino'},{10723: 'Mike Newell'},7.532,3623
"{289222: ""The Zookeeper's Wife""}",20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{3872: 'Daniel Brühl'},{15287: 'Niki Caro'},7.389,1318
{49049: 'Dredd'},50000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'IN', 'name': 'India'}]",{52442: 'Olivia Thirlby'},{43141: 'Pete Travis'},6.795,4229
{10152: 'Dumb and Dumberer: When Harry Met Lloyd'},19000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{29020: 'Eric Christian Olsen'},{58868: 'Troy Miller'},4.127,656
{366924: 'Batman: Bad Blood'},3500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","{183812: ""Jason O'Mara""}",{105643: 'Jay Oliva'},7.221,609
{10623: 'Cradle 2 the Grave'},25000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{21355: 'DMX'},{10765: 'Andrzej Bartkowiak'},6.064,732
{9012: 'Jackass: The Movie'},5000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{56584: 'Bam Margera'},{56578: 'Jeff Tremaine'},6.27,1271
{15: 'Citizen Kane'},839727,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{7664: 'Joseph Cotten'},{40: 'Orson Welles'},8.028,4494
{279: 'Amadeus'},18000000,"[{'id': 36, 'name': 'History'}, {'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3999: 'Tom Hulce'},{3974: 'Miloš Forman'},8.025,3418
{5925: 'The Great Escape'},4000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{16896: 'James Garner'},{14520: 'John Sturges'},7.949,2026
{9919: 'How to Lose a Guy in 10 Days'},50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{10297: 'Matthew McConaughey'},{18281: 'Donald Petrie'},6.711,3120
{36419: 'After.Life'},4500000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3896: 'Liam Neeson'},{129715: 'Agnieszka Wojtowicz-Vosloo'},6.2,883
{6933: 'One Missed Call'},20000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{12833: 'Edward Burns'},{51445: 'Eric Valette'},5.44,637
{2323: 'Field of Dreams'},15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{23882: 'Amy Madigan'},{23968: 'Phil Alden Robinson'},7.112,1166
{426613: 'The Miseducation of Cameron Post'},900000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{17487: 'John Gallagher Jr.'},{1285174: 'Desiree Akhavan'},6.961,814
{10906: 'Pet Sematary II'},8000000,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{11085: 'Anthony Edwards'},{56263: 'Mary Lambert'},5.3,401
{10204: 'Around the World in 80 Days'},110000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{4581: 'Steve Coogan'},{57370: 'Frank Coraci'},5.911,2070
{65650: 'The Good Doctor'},6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{98522: 'Riley Keough'},{111699: 'Lance Daly'},6.2,197
{9268: 'Eraser'},100000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{27011: 'Vanessa Williams'},{26713: 'Chuck Russell'},6.0,1466
{4771: 'Gone Baby Gone'},19000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{11705: 'Michelle Monaghan'},{880: 'Ben Affleck'},7.302,3041
{11231: 'The Next Karate Kid'},12000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{448: 'Hilary Swank'},{56828: 'Christopher Cain'},5.3,806
{76649: 'Pompeii'},100000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{70456: 'Emily Browning'},{4014: 'Paul W. S. Anderson'},5.502,2873
{1685: 'Beneath the Planet of the Apes'},3000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{10539: 'Kim Hunter'},{18635: 'Ted Post'},6.2,986
{9482: 'Judge Dredd'},90000000,"[{'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2882: 'Diane Lane'},{33279: 'Danny Cannon'},5.761,1973
{1281: 'Bean'},18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{12688: 'Peter MacNicol'},{141450: 'Mel Smith'},6.444,2016
{39486: 'Secretariat'},35000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{6949: 'John Malkovich'},{2460: 'Randall Wallace'},7.376,478
{1621: 'Trading Places'},15000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{776: 'Eddie Murphy'},{4610: 'John Landis'},7.178,2618
{485415: 'Day of the Dead: Bloodline'},8000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'BG', 'name': 'Bulgaria'}]",{51670: 'Johnathon Schaech'},{1422671: 'Hèctor Hernández Vicens'},4.642,520
"{872: ""Singin' in the Rain""}",2540800,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","{13295: ""Donald O'Connor""}",{13294: 'Gene Kelly'},8.177,2486
{184346: 'Deliver Us from Evil'},30000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{81364: 'Olivia Munn'},{55499: 'Scott Derrickson'},6.205,1737
{404378: 'A Street Cat Named Bob'},8000000,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{141892: 'Ruta Gedmintas'},{1724: 'Roger Spottiswoode'},7.9,1144
{65057: 'The Descendants'},20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{94185: 'Shailene Woodley'},{13235: 'Alexander Payne'},6.814,2327
{2135: 'The Time Machine'},80000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{97049: 'Samantha Mumba'},{21879: 'Simon Wells'},6.179,1846
{70074: 'Bullet to the Head'},55000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{61697: 'Sung Kang'},{1723: 'Walter Hill'},5.545,1055
{580175: 'Another Round'},5150000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",{4457: 'Thomas Bo Larsen'},{4453: 'Thomas Vinterberg'},7.716,2079
{14873: 'The Jungle Book 2'},20000000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1230: 'John Goodman'},{142007: 'Steve Trenbirth'},5.9,977
{145135: 'Dark Skies'},3500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{52419: 'Josh Hamilton'},{116357: 'Scott Stewart'},6.287,1509
{203739: 'Vampire Academy'},30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1192759: 'Lucy Fry'},{54050: 'Mark Waters'},6.333,1572
{8836: 'The X Files: I Want to Believe'},30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{12214: 'Gillian Anderson'},{12524: 'Chris Carter'},5.725,1223
{708: 'The Living Daylights'},40000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","{10670: ""Maryam d'Abo""}",{10179: 'John Glen'},6.466,1371
{594: 'The Terminal'},60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1922: 'Catherine Zeta-Jones'},{488: 'Steven Spielberg'},7.322,6543
{8975: 'The Marine'},20000000,"[{'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{56447: 'Kelly Carlson'},{56453: 'John Bonito'},5.987,596
{396806: 'Anon'},20000000,"[{'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{71070: 'Amanda Seyfried'},{8685: 'Andrew Niccol'},5.922,1303
{437557: 'Blockers'},21000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{56446: 'John Cena'},{208664: 'Kay Cannon'},6.296,1717
{55465: 'A Very Harold & Kumar Christmas'},19000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{53493: 'Kal Penn'},{222470: 'Todd Strauss-Schulson'},5.999,781
{75736: 'Catch.44'},7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{50463: 'Malin Åkerman'},{523789: 'Aaron Harvey'},5.064,287
{445629: 'Fighting with My Family'},11000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1373737: 'Florence Pugh'},{39189: 'Stephen Merchant'},6.846,1384
{16535: 'Titanic'},1805000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{14974: 'Barbara Stanwyck'},{19606: 'Jean Negulesco'},6.5,88
{314405: 'Tale of Tales'},12000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}]",{1925: 'Vincent Cassel'},{63973: 'Matteo Garrone'},6.4,1442
{10131: 'A Nightmare on Elm Street 4: The Dream Master'},13000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{63917: 'Lisa Wilcox'},{16938: 'Renny Harlin'},5.831,1070
{381283: 'mother!'},30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3810: 'Javier Bardem'},{6431: 'Darren Aronofsky'},6.982,5798
{44037: 'Lake Placid 3'},2500000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{20759: 'Yancy Butler'},{76021: 'Griff Furst'},5.353,177
{440472: 'The Upside'},37500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{17419: 'Bryan Cranston'},{17329: 'Neil Burger'},7.1,991
{192102: '3 Days to Kill'},28000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{130640: 'Hailee Steinfeld'},{36425: 'McG'},6.084,1847
{351145: 'Retribution'},4670099,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",{2107386: 'Paula del Río'},{1489750: 'Dani de la Torre'},6.8,363
{36691: 'Solitary Man'},15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{518: 'Danny DeVito'},{16305: 'David Levien'},5.848,244
{434203: 'Newness'},10000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1425019: 'Laia Costa'},{132964: 'Drake Doremus'},6.099,532
{560066: 'Scooby-Doo! and the Curse of the 13th Ghost'},9260980,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{15761: 'Grey DeLisle'},{1659094: 'Cecilia Aranovich'},8.0,207
{50348: 'The Lincoln Lawyer'},40000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3141: 'Marisa Tomei'},{144221: 'Brad Furman'},7.179,2612
{408648: 'Batman and Harley Quinn'},3500000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1221716: 'Melissa Rauch'},{90367: 'Sam Liu'},6.2,492
{10323: 'Clash of the Titans'},15000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{26256: 'Judi Bowker'},{64823: 'Desmond Davis'},6.865,582
{335777: 'The Nut Job 2: Nutty by Nature'},40000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'KR', 'name': 'South Korea'}]",{52792: 'Maya Rudolph'},{1098477: 'Cal Brunker'},5.9,330
{75674: 'Act of Valor'},12000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{53257: 'Emilio Rivera'},{293911: 'Scott Waugh'},6.464,941
{36669: 'Die Another Day'},140000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{4587: 'Halle Berry'},{7256: 'Lee Tamahori'},5.954,2898
{9447: 'Babe: Pig in the City'},90000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",{45386: 'Mary Stein'},{20629: 'George Miller'},5.554,1020
{9907: 'Barnyard'},51000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{14405: 'Courteney Cox'},{4489: 'Steve Oedekerk'},5.796,877
{2026: 'Hostage'},52000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{11107: 'Ben Foster'},{1011158: 'Florent-Emilio Siri'},6.344,1365
{8195: 'Ronin'},55000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1003: 'Jean Reno'},{13776: 'John Frankenheimer'},6.942,1876
{37136: 'The Naked Gun: From the Files of Police Squad!'},12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{12949: 'Priscilla Presley'},{12987: 'David Zucker'},7.216,2921
{515789: 'StarDog and TurboCat'},2100000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{11109: 'Nick Frost'},{2266314: 'Ben Smith'},7.3,80
{262543: 'Automata'},7000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",{29369: 'Melanie Griffith'},{119953: 'Gabe Ibáñez'},5.794,1406
{8848: 'The Bank Job'},20000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{9825: 'Saffron Burrows'},{21370: 'Roger Donaldson'},6.819,1800
{384680: 'Hostiles'},55000000,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{10882: 'Rosamund Pike'},{65167: 'Scott Cooper'},6.913,1911
"{8859: ""Dude, Where's My Car?""}",13000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{57599: 'Seann William Scott'},{56591: 'Danny Leiner'},5.505,1499
{2253: 'Valkyrie'},75000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{11181: 'Kenneth Branagh'},{9032: 'Bryan Singer'},6.891,3070
{62764: 'Mirror Mirror'},85000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1204: 'Julia Roberts'},{56512: 'Tarsem Singh'},5.909,2888
{907: 'Doctor Zhivago'},11000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1666: 'Julie Christie'},{12238: 'David Lean'},7.551,889
{329540: 'The Marine 4: Moving Target'},1950000,"[{'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1206996: 'Danielle Moinet'},{228177: 'William Kaufman'},6.4,197
{47407: 'Milf'},500000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{125165: 'Philip Marlatt'},{85808: 'Scott Wheeler'},4.6,69
{225574: 'Non-Stop'},50000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1231: 'Julianne Moore'},{59521: 'Jaume Collet-Serra'},6.809,4647
{397873: 'Cyborg X'},1000000,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{147382: 'Eve Mauro'},{1188585: 'Kevin King'},5.9,55
{37821: 'Killers'},75000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{25541: 'Katherine Heigl'},{36797: 'Robert Luketic'},5.974,1892
{622: 'The Ninth Gate'},38000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'FR', 'name': 'France'}]",{8924: 'Frank Langella'},{3556: 'Roman Polanski'},6.441,2382
{239: 'Some Like It Hot'},2883848,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3151: 'Jack Lemmon'},{3146: 'Billy Wilder'},8.138,2782
{414419: 'Kill Bill: The Whole Bloody Affair'},55000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{140: 'Lucy Liu'},{138: 'Quentin Tarantino'},7.959,776
