0,1,2,3,4,5,6
{1572: 'Die Hard: With a Vengeance'},90000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{16940: 'Jeremy Irons'},{1090: 'John McTiernan'},7.233
{180299: 'The Raid 2'},4500000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'ID', 'name': 'Indonesia'}]",{1290939: 'Arifin Putra'},{142013: 'Gareth Evans'},7.6
{4108: 'The Transporter'},21000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",{21911: 'Shu Qi'},{35452: 'Corey Yuen'},6.677
{877: 'Scarface'},0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{13353: 'Ann Dvorak'},{11435: 'Howard Hawks'},7.5
{382322: 'Batman: The Killing Joke'},3500000,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2: 'Mark Hamill'},{90367: 'Sam Liu'},6.617
{180948: 'Vehicle 19'},0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1163474: 'Naima McLean'},{1163471: 'Mukunda Michael Dewil'},5.3
{25278: 'One Piece: The Desert Princess and the Pirates: Adventure in Alabasta'},0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 16, 'name': 'Animation'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{90133: 'Akemi Okamura'},{543590: 'Takahiro Imamura'},6.7
{280217: 'The Lego Movie 2: The Second Part'},99000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{9281: 'Elizabeth Banks'},{64151: 'Mike Mitchell'},6.68
{839100: 'Bright: Samurai Soul'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{1096528: 'Daisuke Hirakawa'},{1685889: 'Kyohei Ishiguro'},5.8
{180147: 'We Are the Nobles'},2000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",{936254: 'Luis Gerardo Méndez'},{1167724: 'Gary Alazraki'},7.9
{425134: 'How to Be a Latin Lover'},0,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3136: 'Salma Hayek'},{77089: 'Ken Marino'},6.9
{400106: 'Bright'},90000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{33192: 'Joel Edgerton'},{19769: 'David Ayer'},6.168
{519182: 'Despicable Me 4'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{41091: 'Kristen Wiig'},{124748: 'Chris Renaud'},0.0
{532321: 'Re:ZERO -Starting Life in Another World- Memory Snow'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{1350418: 'Yusuke Kobayashi'},{1627343: 'Tatsuya Koyanagi'},7.2
{82693: 'Silver Linings Playbook'},21000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{72129: 'Jennifer Lawrence'},{17883: 'David O. Russell'},7.122
{16418: 'Barbie Presents: Thumbelina'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{94477: 'Anna Cummer'},{92125: 'Conrad Helten'},6.6
{68728: 'Oz the Great and Powerful'},200000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{18973: 'Mila Kunis'},{7623: 'Sam Raimi'},5.9
{9731: 'Friday the 13th: A New Beginning'},2200000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{162927: 'John Shepherd'},{58822: 'Danny Steinmann'},5.3
{8373: 'Transformers: Revenge of the Fallen'},200000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{19537: 'Megan Fox'},{865: 'Michael Bay'},6.138
{217: 'Indiana Jones and the Kingdom of the Crystal Skull'},185000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{112: 'Cate Blanchett'},{488: 'Steven Spielberg'},6.0
{328387: 'Nerve'},19000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{54697: 'Dave Franco'},{142276: 'Ariel Schulman'},7.075
{288985: 'The Porno Killers'},0,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",{102218: 'Carmen Russo'},{37807: 'Roberto Mauri'},3.1
{722913: 'Malcolm & Marie'},2500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{505710: 'Zendaya'},{96172: 'Sam Levinson'},7.1
{470044: 'The Hate U Give'},23000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{35705: 'Regina Hall'},"{66121: 'George Tillman, Jr.'}",8.2
{390062: 'Jungle'},0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'CO', 'name': 'Colombia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{3491: 'Thomas Kretschmann'},{59998: 'Greg McLean'},6.571
{80278: 'The Impossible'},45000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",{3061: 'Ewan McGregor'},{51894: 'J. A. Bayona'},7.356
{5876: 'The Mist'},18000000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{8332: 'Laurie Holden'},{4027: 'Frank Darabont'},6.864
{16962: 'Barbie Fairytopia: Magic of the Rainbow'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{74358: 'Kelly Sheridan'},{80948: 'William Lau'},6.8
{97020: 'RoboCop'},120000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{64: 'Gary Oldman'},{52576: 'José Padilha'},5.831
{325348: 'Hardcore Henry'},2000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{1169026: 'Andrey Dementyev'},{1169024: 'Ilya Naishuller'},6.4
{729097: 'Young Mother 5'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",[],{1647345: 'Lee Eun-mi'},{1733315: 'Jeong Do-soo'},6.2
{12139: 'Dennis the Menace'},35000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{15252: 'Mason Gamble'},{14692: 'Nick Castle'},5.8
{922017: 'Chief Daddy 2: Going for Broke'},0,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'NG', 'name': 'Nigeria'}]",{1177552: 'Funke Akindele'},{1682188: 'Niyi Akinmolayan'},6.0
{565426: 'To All the Boys: P.S. I Still Love You'},0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1253353: 'Noah Centineo'},{63099: 'Michael Fimognari'},6.9
{24: 'Kill Bill: Vol. 1'},30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{140: 'Lucy Liu'},{138: 'Quentin Tarantino'},7.97
{207932: 'Inferno'},75000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'HU', 'name': 'Hungary'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{72855: 'Felicity Jones'},{6159: 'Ron Howard'},6.038
{721164: 'Delicious Room Salon Service 2'},0,[],[],{3430869: '이미선'},-,0.0
{878962: 'Sharkdog’s Fintastic Halloween'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",[],{3243728: 'Liam Mitchell'},{3250942: 'Jacinth Tan Yi Ting'},3.4
{430040: 'The Hurricane Heist'},35000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{11825: 'Maggie Grace'},{18878: 'Rob Cohen'},5.7
{169209: 'Empire State'},11000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{18918: 'Dwayne Johnson'},{53935: 'Dito Montiel'},5.4
{9714: 'Home Alone 3'},32000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{53573: 'Olek Krupa'},{1215: 'Raja Gosnell'},5.275
{11253: 'Hellboy II: The Golden Army'},85000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{11826: 'Selma Blair'},{10828: 'Guillermo del Toro'},6.743
{45752: 'Scooby-Doo! Camp Scare'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{86314: 'Mindy Cohn'},{204553: 'Ethan Spaulding'},8.0
{590223: 'Love and Monsters'},30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1202689: 'Jessica Henwick'},{1851294: 'Michael Matthews'},7.384
{364: 'Batman Returns'},80000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{518: 'Danny DeVito'},{510: 'Tim Burton'},6.889
{901407: 'Millonario sin amor'},0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",{3359121: 'Kiara Liz'},{1160265: 'Jaime Segura'},7.9
{415: 'Batman & Robin'},125000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","{5577: ""Chris O'Donnell""}",{5572: 'Joel Schumacher'},4.324
{17111: 'Shutter'},125000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'TH', 'name': 'Thailand'}]",{81254: 'Natthaweeranuch Thongmee'},{81252: 'Parkpoom Wongpoom'},7.2
{740996: 'BLACKPINK: Light Up the Sky'},0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1875844: 'Lisa'},{1055512: 'Caroline Suh'},8.3
{765245: 'Swan Song'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{932967: 'Mahershala Ali'},{1571805: 'Benjamin Cleary'},7.3
{112454: 'Clown'},0,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{53: 'Peter Stormare'},{1293994: 'Jon Watts'},5.662
{438590: 'A-X-L'},10000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1529446: 'Becky G'},{1827935: 'Oliver Daly'},6.328
{788905: 'A un paso de mí'},0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'CR', 'name': 'Costa Rica'}]",{2946764: 'Johanna Solano'},{2621968: 'José Mario Salas Barboza'},7.0
{271706: 'Big Fish & Begonia'},4531653,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",{1674211: 'Ji Guanlin'},{1608969: 'Zhang Chun'},7.433
{24593: 'Thinking XXX'},0,"[{'id': 99, 'name': 'Documentary'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{42545: 'Ron Jeremy'},{143296: 'Timothy Greenfield-Sanders'},5.3
{82654: 'Warm Bodies'},35000000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{20374: 'Teresa Palmer'},{56661: 'Jonathan Levine'},6.428
{801526: 'Darlings'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",{1108120: 'Alia Bhatt'},{1714237: 'Jasmeet K Reen'},7.2
{10022: 'The Pacifier'},56000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{16858: 'Lauren Graham'},{20739: 'Adam Shankman'},6.054
{8916: 'Antz'},60000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{4430: 'Sharon Stone'},{52870: 'Tim Johnson'},6.132
{539: 'Psycho'},806947,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{7302: 'Janet Leigh'},{2636: 'Alfred Hitchcock'},8.443
{51739: 'The Secret World of Arrietty'},23000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{225730: 'Ryunosuke Kamiki'},{144476: 'Hiromasa Yonebayashi'},7.6
{752886: 'Tomb of the River'},0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",{63438: 'Jang Hyuk'},{2813921: 'Yoon Young-bin'},6.0
{236751: 'Heaven Is for Real'},12000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{17521: 'Kelly Reilly'},{2460: 'Randall Wallace'},6.7
"{58224: ""Mr. Popper's Penguins""}",55000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{17832: 'Carla Gugino'},{54050: 'Mark Waters'},5.905
{611489: 'Initiation'},0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1720041: 'Isabella Gomez'},{1679765: 'John Berardo'},5.7
{287003: 'Avatar: Scene Deconstruction'},0,"[{'id': 99, 'name': 'Documentary'}]",[],{1720041: 'Isabella Gomez'},-,9.0
{667642: 'Beauty'},0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2216492: 'Aleyse Shannon'},{1038659: 'Andrew Dosunmu'},6.1
{586954: 'Latte and the Magic Waterstone'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",{2216492: 'Aleyse Shannon'},{3306992: 'Mimi Maynard'},6.4
{15373: 'Role Models'},28000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{22226: 'Paul Rudd'},{22214: 'David Wain'},6.463
{109428: 'Evil Dead'},17000000,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{79795: 'Shiloh Fernandez'},{932248: 'Fede Álvarez'},6.5
{846219: 'North Wind: Broken Time'},0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 16, 'name': 'Animation'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]",{79795: 'Shiloh Fernandez'},{1322394: 'Tan Pin Pin'},0.0
{36557: 'Casino Royale'},150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'BS', 'name': 'Bahamas'}, {'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{10912: 'Eva Green'},{10702: 'Martin Campbell'},7.517
{10065: 'The Amityville Horror'},19000000,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{27755: 'Melissa George'},{62721: 'Andrew Douglas'},6.11
{10991: 'Pokémon 3: The Movie'},16000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{65424: 'Rica Matsumoto'},{65429: 'Kunihiko Yuyama'},6.4
{1571: 'Live Free or Die Hard'},110000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{15033: 'Justin Long'},{3950: 'Len Wiseman'},6.591
{2059: 'National Treasure'},100000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{9824: 'Diane Kruger'},{12962: 'Jon Turteltaub'},6.594
{166666: '3096 Days'},0,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",{20258: 'Thure Lindhardt'},{46203: 'Sherry Hormann'},7.5
{72710: 'The Host'},44000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{9824: 'Diane Kruger'},{8685: 'Andrew Niccol'},6.3
{814: 'An American Werewolf in London'},10000000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{14464: 'Jenny Agutter'},{4610: 'John Landis'},7.4
{943158: 'The Beauty and the Moody'},0,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'CO', 'name': 'Colombia'}]",{839684: 'Andrés Castañeda'},{2856289: 'Juan Carlos Vásquez'},6.8
{853: 'Enemy at the Gates'},68000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{12763: 'Joseph Fiennes'},{2352: 'Jean-Jacques Annaud'},7.393
{13788: 'The Unborn'},16000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{55086: 'Cam Gigandet'},{3893: 'David S. Goyer'},5.2
{138697: 'Don Jon'},3000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1245: 'Scarlett Johansson'},{24045: 'Joseph Gordon-Levitt'},6.0
{11283: 'Nanny McPhee'},25000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{5472: 'Colin Firth'},{64045: 'Kirk Jones'},6.6
{429415: 'Extinction'},0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{51988: 'Lizzy Caplan'},{1668245: 'Ben Young'},6.009
{297: 'Meet Joe Black'},90000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{4173: 'Anthony Hopkins'},{769: 'Martin Brest'},7.238
"{452773: 'Tad, the Lost Explorer, and the Secret of King Midas'}",10778400,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",{114463: 'Michelle Jenner'},{2044876: 'David Alonso Pérez de Algaba'},6.5
{10047: 'The Messenger: The Story of Joan of Arc'},85000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'CZ', 'name': 'Czech Republic'}]",{4483: 'Dustin Hoffman'},{59: 'Luc Besson'},6.4
{346648: 'Paddington 2'},40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{19923: 'Hugh Bonneville'},{101666: 'Paul King'},7.488
{110552: 'The Protector 2'},0,"[{'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'TH', 'name': 'Thailand'}]",{57208: 'Petchtai Wongkamlao'},{57214: 'Prachya Pinkaew'},5.944
{708336: 'Return of the Tooth Fairy'},0,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{1617332: 'Jake Watkins'},{1673449: 'Louisa Warren'},6.446
{616: 'The Last Samurai'},140000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",{3899: 'Ken Watanabe'},{9181: 'Edward Zwick'},7.554
{340553: 'Beautiful Sisters: Flesh Slave'},0,"[{'id': 10402, 'name': 'Music'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{1190901: 'Megumi Kiyosato'},{1119117: 'Katsuhiko Fujii'},5.4
