0,1,2,3,4,5,6
"{452030: ""Cinderella's Hot Night""}",0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{97906: 'Christine Nguyen'},{1043960: 'Dean McKendrick'},5.8
{834500: 'Trippin’ with the Kandasamys'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}]",{3106694: 'Koobeshan Naidoo'},{2289082: 'Jayan Moodley'},6.8
{821955: 'The Right Mom'},0,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{984582: 'Anna Schafer'},{2044066: 'Roxy Shih'},8.5
{8882: 'Gomorrah'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",{72779: 'Gianfelice Imparato'},{63973: 'Matteo Garrone'},6.887
{34179: '14 Blades'},20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'SG', 'name': 'Singapore'}]",{77304: 'Zhao Wei'},{57832: 'Daniel Lee Yan-Kong'},6.3
{519223: 'The Accused'},0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}]",{258: 'Gael García Bernal'},{1073823: 'Gonzalo Tobal'},6.7
{3001: 'How to Steal a Million'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","{11390: ""Peter O'Toole""}",{10001: 'William Wyler'},7.5
{2210: 'Earth Girls Are Easy'},10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{4785: 'Jeff Goldblum'},{22669: 'Julien Temple'},5.7
"{13664: ""Annabelle's Wish""}",0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{60739: 'Kath Soucie'},{1278651: 'Roy Wilson'},6.3
{13098: 'Paid in Full'},0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","{74191: ""Cam'ron""}",{80215: 'Charles Stone III'},6.8
{11890: 'Oscar'},35000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3141: 'Marisa Tomei'},{4610: 'John Landis'},6.3
{19661: 'Mirage'},0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{6930: 'Diane Baker'},{64114: 'Edward Dmytryk'},6.9
{985764: 'Greenhouse by Joost'},0,"[{'id': 99, 'name': 'Documentary'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",{6930: 'Diane Baker'},{2189596: 'Bruce Permezel'},0.0
{338: 'Good Bye Lenin!'},4800000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",{4792: 'Katrin Sass'},{4780: 'Wolfgang Becker'},7.6
{611395: 'Double World'},42835740,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",{2337443: 'Peter Ho'},{70703: 'Teddy Chan'},6.7
{716706: 'The Swing of Things'},0,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1577503: 'Olivia Culpo'},{1558077: 'Matt Shapira'},5.0
{564145: 'The Snow Queen: Mirror Lands'},0,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",{587912: 'Vladimir Zaytsev'},{1404563: 'Aleksey Tsitsilin'},7.8
{25329: 'The Echo'},5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{23496: 'Amelia Warner'},{93529: 'Yam Laranas'},6.1
{19165: 'The Land Before Time V: The Mysterious Island'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1162379: 'Brandon La Croix'},{90864: 'Charles Grosvenor'},6.1
{1641: 'Forces of Nature'},75000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{880: 'Ben Affleck'},{18320: 'Bronwen Hughes'},5.4
{546728: 'Auntie Edna'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{8977: 'Craig T. Nelson'},{225977: 'Ted Mathot'},7.2
{501395: 'True History of the Kelly Gang'},0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{3292: 'Nicholas Hoult'},{549310: 'Justin Kurzel'},6.0
{9045: 'Amen.'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'RO', 'name': 'Romania'}]",{2406: 'Mathieu Kassovitz'},{27436: 'Costa-Gavras'},7.0
{866343: 'Torcidos'},0,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",{2406: 'Mathieu Kassovitz'},{3214805: 'J. Joaquin Marcos'},5.6
{351145: 'Retribution'},4670099,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",{2107386: 'Paula del Río'},{1489750: 'Dani de la Torre'},6.8
{958340: 'Of An Age'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{1638062: 'Elias Anton'},{1844423: 'Goran Stolevski'},0.0
{51533: 'Let the Bullets Fly'},0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",{1619: 'Chow Yun-Fat'},{77301: 'Jiang Wen'},7.3
{598215: 'The Quarry'},0,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{74242: 'Shea Whigham'},{125032: 'Scott Teems'},5.3
{238589: 'Enemies Closer'},5000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{16857: 'Tom Everett Scott'},{37710: 'Peter Hyams'},5.3
{10063: 'The Breed'},0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{343: 'Taryn Manning'},{35582: 'Nicholas Mastandrea'},5.3
{119278: 'Smiley'},0,"[{'id': 27, 'name': 'Horror'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{453588: 'Melanie Papalia'},{1069629: 'Michael J. Gallagher'},4.4
{72391: 'Marley & Me: The Puppy Years'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{453588: 'Melanie Papalia'},{62081: 'Michael Damian'},5.8
{1125: 'Dreamgirls'},70000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{15565: 'Jennifer Hudson'},{15557: 'Bill Condon'},6.8
{11681: 'The Two Missionaries'},0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",{18841: 'Bud Spencer'},{25317: 'Franco Rossi'},6.5
{2370: 'Topaz'},4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{24364: 'Dany Robin'},{2636: 'Alfred Hitchcock'},6.0
{179923: 'Towa no Quon 1: The Ephemeral Petals'},0,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{203473: 'Kaori Nazuka'},{590923: 'Umanosuke Iida'},6.4
{469310: 'The Incredible Story of the Giant Pear'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}]",{1445014: 'Alfred Bjerre Larsen'},{1870539: 'Amalie Næsby Fick'},6.6
"{398174: ""Film Stars Don't Die in Liverpool""}",10000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{478: 'Jamie Bell'},{2291: 'Paul McGuigan'},6.5
"{15314: ""Mini's First Time""}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{59252: 'Nikki Reed'},{413951: 'Nick Guthe'},5.781
{31046: 'Stone Cold'},0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{209: 'Jane Adams'},{57895: 'Robert Harmon'},7.1
{19554: 'Elvis & Anabelle'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{2978: 'Max Minghella'},{84829: 'Will Geiger'},6.8
{14061: 'The Edge of Love'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{23459: 'Sienna Miller'},{40307: 'John Maybury'},6.1
{9298: 'Ali G Indahouse'},7000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{5658: 'Michael Gambon'},{57199: 'Mark Mylod'},6.1
{20196: 'Mac and Me'},0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{936613: 'Lauren Stanley'},{59023: 'Stewart Raffill'},4.4
"{644090: 'Love, Guaranteed'}",0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{87822: 'Damon Wayans Jr.'},{16837: 'Mark Steven Johnson'},6.4
"{37108: ""A Kid in King Arthur's Court""}",0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",[],{14324: 'Joss Ackland'},{62043: 'Michael Gottlieb'},4.9
{37722: 'Waking the Dead'},8500000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{6161: 'Jennifer Connelly'},{33054: 'Keith Gordon'},6.3
{37280: 'Crayon Shin-chan: Storm-invoking Passion! The Adult Empire Strikes Back'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{937252: 'Miki Narahashi'},{81495: 'Keiichi Hara'},8.2
{577: 'To Die For'},20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{2876: 'Matt Dillon'},{5216: 'Gus Van Sant'},6.6
{490410: '48 Christmas Wishes'},0,"[{'id': 10751, 'name': 'Family'}, {'id': 10770, 'name': 'TV Movie'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",{1913111: 'Liam MacDonald'},{1911937: 'Marco Deufemia'},5.4
{279641: 'Whiskey Tango Foxtrot'},35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{234352: 'Margot Robbie'},{56412: 'John Requa'},6.254
{13825: 'The Lazarus Project'},9750000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{15555: 'Piper Perabo'},{75823: 'John Glenn'},6.1
{246594: 'Mega Shark vs. Mecha Shark'},0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{126932: 'Elisabeth Röhm'},{1282041: 'Emile Edwin Smith'},4.1
{210947: 'Afflicted'},318000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",{1194748: 'Derek Lee'},{1194749: 'Clif Prowse'},6.5
{63315: 'The Hottie & The Nottie'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{59231: 'Joel David Moore'},{1111709: 'Tom Putnam'},2.9
{39230: 'Mobile Suit Gundam III: Encounters in Space'},0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{90561: 'Shuuichi Ikeda'},{79737: 'Yoshiyuki Tomino'},7.5
{615177: 'Coffee & Kareem'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{2577256: 'Terrence Little Gardenhigh'},{71280: 'Michael Dowse'},5.5
{70577: 'Faces in the Crowd'},15000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{20402: 'Julian McMahon'},{109339: 'Julien Magnat'},6.1
{2617: 'The Great Outdoors'},24000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{7180: 'John Candy'},{26502: 'Howard Deutch'},6.4
"{15764: ""Sophie's Choice""}",12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{8945: 'Kevin Kline'},{6349: 'Alan J. Pakula'},7.4
{10544: 'Ned Kelly'},0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{114: 'Orlando Bloom'},{57030: 'Gregor Jordan'},6.0
{26255: 'Love Potion No. 9'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{15455: 'Tate Donovan'},{14089: 'Dale Launer'},6.2
{571650: 'Paradise Beach'},0,"[{'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",{20667: 'Sami Bouajila'},{233480: 'Xavier Durringer'},5.2
{33214: 'Bad Timing'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{9207: 'Theresa Russell'},{14132: 'Nicolas Roeg'},6.7
{664300: 'Shiva Baby'},250000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1782117: 'Molly Gordon'},{1976040: 'Emma Seligman'},7.182
{77875: 'Playing for Keeps'},35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{10860: 'Jessica Biel'},{20646: 'Gabriele Muccino'},5.6
{212168: 'Ghost in the Shell Arise - Border 2: Ghost Whispers'},0,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",{1264225: 'Ikkyu Juku'},{585687: 'Atsushi Takeuchi'},7.1
{139353: 'Hay Country Swingers'},0,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",{1276679: 'Sandra Reni'},{1200106: 'Alois Brummer'},3.3
{46445: 'Buddy goes West'},0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",{45222: 'Joe Bugner'},{33806: 'Michele Lupo'},6.1
{974485: 'We Are Still Here'},0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",{2800027: 'Clarence Ryan'},{3545084: 'Miki Magasiva'},0.0
{27585: 'Rabbit Hole'},5000000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{6383: 'Aaron Eckhart'},{17114: 'John Cameron Mitchell'},6.7
{2984: 'A Countess from Hong Kong'},3500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",{16757: 'Sophia Loren'},{13848: 'Charlie Chaplin'},6.1
{2882: 'Hunting and Gathering'},0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",{19866: 'Guillaume Canet'},{20718: 'Claude Berri'},6.6
{12500: 'American Ninja'},1000000,"[{'id': 28, 'name': 'Action'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{55271: 'Steve James'},{72543: 'Sam Firstenberg'},5.919
{10569: 'Small Time Crooks'},0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{30364: 'Tracey Ullman'},{1243: 'Woody Allen'},6.5
{432300: 'The Bribe of Heaven'},0,"[{'id': 35, 'name': 'Comedy'}]",[],{1625312: 'Jaime Correa'},{1026268: 'Lisandro Duque Naranjo'},6.9
{16437: 'Cyborg 2'},5000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{11701: 'Angelina Jolie'},{77947: 'Michael Schroeder'},4.4
{528888: 'Dolemite Is My Name'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 36, 'name': 'History'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{298410: 'Keegan-Michael Key'},{53267: 'Craig Brewer'},7.046
{364220: 'The Keeping Hours'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{72095: 'Lee Pace'},{74638: 'Karen Moncrieff'},7.0
{256924: 'Danny Collins'},10000000,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{9278: 'Jennifer Garner'},{15892: 'Dan Fogelman'},6.8
{5780: 'Torn Curtain'},3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{5823: 'Julie Andrews'},{2636: 'Alfred Hitchcock'},6.6
{11215: 'Baby Boom'},15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{9880: 'Sam Shepard'},{56106: 'Charles Shyer'},6.4
{295699: 'Everybody Wants Some!!'},10000000,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{1059597: 'Zoey Deutch'},{564: 'Richard Linklater'},6.3
{2028: 'Say Anything...'},16000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{3126: 'Ione Skye'},{11649: 'Cameron Crowe'},7.107
{1939: 'Laura'},1020000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{13578: 'Dana Andrews'},{834: 'Otto Preminger'},7.7
{254172: 'Fathers and Daughters'},2240000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{934: 'Russell Crowe'},{20646: 'Gabriele Muccino'},7.143
{10973: 'Creature from the Black Lagoon'},0,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{31169: 'Julie Adams'},{33883: 'Jack Arnold'},6.9
{11074: 'Striking Distance'},0,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{520: 'Sarah Jessica Parker'},{63943: 'Rowdy Herrington'},5.802
{444539: 'The Bookshop'},5400000,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",{2440: 'Bill Nighy'},{90: 'Isabel Coixet'},6.5
"{432613: 'Marry Me, Dude'}",0,"[{'id': 35, 'name': 'Comedy'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",{1186075: 'Tarek Boudali'},{1186075: 'Tarek Boudali'},6.3
{2212: 'Nightwatch'},0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{4687: 'Patricia Arquette'},{22676: 'Ole Bornedal'},6.1
{90148: 'Of Love and Shadows'},0,"[{'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",{3131: 'Antonio Banderas'},{1585647: 'Betty Kaplan'},5.2
{4235: 'The Sicilian Clan'},0,"[{'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",{15135: 'Alain Delon'},{34580: 'Henri Verneuil'},7.7
{520788: 'Mad World'},0,"[{'id': 878, 'name': 'Science Fiction'}]",[],{78036: 'Michael Copon'},{109583: 'Paul Tanter'},5.5
{25508: 'Cat People'},134000,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{51764: 'Kent Smith'},{10146: 'Jacques Tourneur'},6.9
{10173: 'Marked for Death'},12000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",{16754: 'Basil Wallace'},{56998: 'Dwight H. Little'},6.0
